,barcode,url_openfoodfact,product_name,brands,brands_tags,categories,categories_tags,countries,ingredients_text,allergens_tags,serving_size,serving_quantity,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_2,states,brand_owner,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutriscore,additifs_Sans,ingredients_from_palm_oil_n_1,ingredients_from_palm_oil_n_2,ingredients_that_may_be_from_palm_oil_n_1,ingredients_that_may_be_from_palm_oil_n_2,pnns_groups_1_Fruits and vegetables,pnns_groups_1_Salty snacks,pnns_groups_1_unknown
3113,'41780006219,https://world-fr.openfoodfacts.org/produit/0041780006219,Potato Chips,Utz Quality Foods  Inc.,utz-quality-foods-inc,,,United-States,Potatoes  cottonseed oil  salt  lactose  sodium diacetate  malic acid  citric acid  fumaric acid  soybean oil.,en:milk en:soybeans,21.3 g (1 BAG  PER CONTAINER),21 3,1.3721895633504881,en:e262 en:e262ii en:e296 en:e297 en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,,,,,,,,,,563,0.9651399739641253,0.2571174466324201,9 39,0,0,51.64,-0.044624548109333716,4 7,0.287141282359929,3.086074675251616,-0.03986209138201271,0,0 0225,0,0 00169,,False,0,0,0,0,0,0,1,0
3120,'41780011534,https://world-fr.openfoodfacts.org/produit/0041780011534,Wavy Potato Chips  Chile Limon,Utz   Utz Quality Foods  Inc.,utz utz-quality-foods-inc,,,United-States,Potatoes  cottonseed oil  salt  spice  maltodextrin (derived from corn)  corn starch  citric acid  corn syrup  sugar  autolyzed yeast extract  soybean oil  onion powder  lime juice  modified corn starch  natural flavor  vinegar  garlic powder  paprika ole,en:soybeans,28 g (20 CHIPS  /  ABOUT),28,-0.2066529411438092,en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,,,,,,,,,,536,0.8348456757436719,0.23799403803366803,7 14,0,0,57.14,-0.044624620602479126,3 6,0.07259082230160566,1.7137858102382078,-0.06112733102198176,0,0 0214,0,0 00129,,False,0,0,0,0,0,0,1,0
3128,'41820040616,https://world-fr.openfoodfacts.org/produit/0041820040616,Bread & Butter Chips,Steinfeld's,steinfeld-s,,,United-States,Fresh cucumbers  high fructose corn syrup  water  vinegar  salt  spices  dehydrated onions  calcium chloride  natural flavors  polysorbate 80  yellow 5.,,28 g (1 oz),28,0.3196278936876233,en:e102 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,,,,,,,,,,125,-1.148394969735796,-0.6156536735828484,,,,32.14,-0.0446241238157641,,-0.6082493042834733,-0.4008442079225343,-0.07141323497827114,,,,,,False,0,0,0,1,0,0,1,0
3129,'41820070385,https://world-fr.openfoodfacts.org/produit/0041820070385,Cucumber Chips,Nalley,nalley,Salted snacks,en:salted-snacks,United-States,Fresh cucumbers  water  vinegar  salt  spices  calcium chloride  sucralose (splenda brand)  yellow 5  natural flavors  polysorbate 80.,,1 ONZ (28 g),28,0.8459087285190557,en:e102 en:e433 en:e955,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,0,-1.751438491587983,-0.6156536735828484,,,,3.57,-0.044624620602479126,,-0.6082493042834733,-0.25804260009949515,-0.06972333639852864,,,,,,False,0,0,0,1,0,0,1,0
3130,'41820105285,https://world-fr.openfoodfacts.org/produit/0041820105285,Nalley  elites  premium pickles  bread & butter chips,Nalley,nalley,Salted snacks,en:salted-snacks,United-States,Fresh cucumbers  sugar  water  vinegar  salt  spices  calcium chloride  dehydrated onions and red bell peppers  polysorbate 80  turmeric (color)  yellow 5.,,1 ONZ (28 g),28,0.3196278936876233,en:e102 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,125,-1.148394969735796,-0.6156536735828484,,,,32.14,-0.044624178997113594,,-0.6082493042834733,-0.39582643909032483,-0.06363760847605804,,,,,,False,0,0,0,1,0,0,1,0
3131,'41820106169,https://world-fr.openfoodfacts.org/produit/0041820106169,Bread & Butter Cucumber Chips,Nalley,nalley,,,United-States,Fresh cucumbers  high fructose corn syrup  water  vinegar  salt  spices  dehydrated onions  natural flavors  calcium chloride  turmeric (color)  polysorbate 80  yellow 5.,,28 g (1 oz),28,0.3196278936876233,en:e102 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,,,,,,,,,,125,-1.148394969735796,-0.6156536735828484,,,,32.14,-0.044624178997113594,,-0.6082493042834733,1.184261302542817,-0.06933293979610025,,,,,,False,0,0,0,1,0,0,1,0
3132,'41820808650,https://world-fr.openfoodfacts.org/produit/0041820808650,Spicy And Sweet Pickle Chips,Heifetz,heifetz,Salted snacks,en:salted-snacks,United-States,Fresh cucumbers  high fructose corn syrup  water  vinegar  salt  spices  dehydrated onions  calcium chloride  dehydrated red bell peppers  artificial flavors  polysorbate 80  natural flavors  yellow 5.,,1 ONZ (28 g),28,0.3196278936876233,en:e102 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,89,-1.3225050496587027,-0.6156536735828484,,,,21.43,-0.04462428935981257,,-0.6082493042834733,-0.1927108916808279,-0.059599415181708394,,,,,,False,0,0,0,1,0,0,1,0
3133,'41820810899,https://world-fr.openfoodfacts.org/produit/0041820810899,Market stand  pickle chips  sweet thai chili,Market Stand,market-stand,Salted snacks,en:salted-snacks,United-States,Fresh cucumbers  water  sugar  vinegar  contains less than 2% of calcium chloride  turmeric extract (color)  natural flavor  polysorbate 80  salt.,,1 ONZ (28 g),28,0.3196278936876233,en:e100 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,89,-1.3225050496587027,-0.6156536735828484,,,,21.43,-0.04462434454116207,,-0.6082493042834733,-0.1927108916808279,-0.059599415181708394,,,,,,False,0,0,0,1,0,0,1,0
3134,'41820810905,https://world-fr.openfoodfacts.org/produit/0041820810905,Market stand  spicy maple bourbon pickle chips  hot,,,Salted snacks,en:salted-snacks,United-States,Fresh cucumbers  sugar  water  vinegar  contains less than 2% of calcium chloride  mustard seed  turmeric extract (color)  natural flavor  polysorbate 80  dehydrated red chili pepper  salt  spices (including celery seed)  syrup.,en:mustard,1 ONZ (28 g),28,0.3196278936876233,en:e100 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,107,-1.234873486253796,-0.6156536735828484,,,,25.0,-0.04462423417846308,,-0.6082493042834733,-0.20592404619246849,-0.06164694980982934,,,,,,False,0,0,0,1,0,0,1,0
3135,'41820813081,https://world-fr.openfoodfacts.org/produit/0041820813081,Market stand  pickle chips  chipotle agave  chipotle agave,Market Stand,market-stand,Salted snacks,en:salted-snacks,United-States,Fresh cucumbers  water  sugar  vinegar  agave syrup  contains less than 2% of salt  ground chipotle peppers  calcium chloride  polysorbate 80  turmeric extract (color).,,1 ONZ (28 g),28,0.3196278936876233,en:e100 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,89,-1.3225050496587027,-0.6156536735828484,,,,21.43,-0.04462434454116207,,-0.6082493042834733,-0.20592404619246849,-0.06164694980982934,,,,,,False,0,0,0,1,0,0,1,0
3136,'41820813098,https://world-fr.openfoodfacts.org/produit/0041820813098,Market stand  fresh pack pickle chips,Market Stand,market-stand,Salted snacks,en:salted-snacks,United-States,Fresh cucumbers  water  sugar  vinegar  contains less than 2% of salt  dehydrated mango  calcium chloride  habanero chili peppers  citric acid (preservative)  natural flavors  polysorbate 80  turmeric extract (color).,,1 ONZ (28 g),28,0.8459087285190557,en:e100 en:e330 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,89,-1.3225050496587027,-0.6156536735828484,,,,21.43,-0.04462434454116207,,-0.6082493042834733,-0.1927108916808279,-0.059599415181708394,,,,,,False,0,0,0,1,0,0,1,0
3143,'42421064858,https://world-fr.openfoodfacts.org/produit/0042421064858,Boar's head  sweet pickle chips with horseradish,Boar's Head,boar-s-head,Salted snacks,en:salted-snacks,United-States,Cucumber  sugar  vinegar  water  horseradish  salt  celery seed  calcium chloride  ground mustard  1/10th of 1% sodium benzoate (as a preservative)  natural flavors  edta (to preserve freshness)  turmeric (for color).,en:mustard,1 ONZ (28 g),28,-0.2066529411438092,en:e211,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Boar's Head Provision Co.  Inc.,en:salted-snacks,,,,,,,,143,-1.061916453217796,-0.6156536735828484,,,,35.71,-0.044624068634414614,,-0.6082493042834733,-0.3892932682484581,-0.053513687259237795,,0 0043,0 143,,,False,0,0,0,0,0,0,1,0
3163,'44700063934,https://world-fr.openfoodfacts.org/produit/0044700063934,Mini Ritz  Mozzarella & Mini Chips Ahoy!,Lunchables,lunchables,,,United-States,pasteurized prepared mozzarella cheese product - pasteurized part-skim milk  water  milk protein concentrate  contains less than 2% of salt  sodium citrate  milkfat  cheese culture  sorbic acid as a preservative  enzymes  with sunflower lecithin added for,en:milk,96 g (1 PACKAGE),96,-0.2066529411438092,en:e331,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,,,,,,,,,,219,-0.6952475431814757,-0.338895454695353,4 17,0 52,0 01,21.88,-0.04462450792123605,1,0.0868941863054939,-0.40229853579578223,-0.07366688809228959,0,0,0 208,0 00112,,False,0,0,0,0,0,0,1,0
3240,'51974171449,https://world-fr.openfoodfacts.org/produit/0051974171449,Clover valley  hamburger dill chips,Clover Valley,clover-valley,Salted snacks,en:salted-snacks,United-States,Cucumbers  water  vinegar  salt  alum  sodium benzoate (preservative)  calcium chloride  potassium sorbate (preservative)  natural flavors  polysorbate 80  yellow 5  blue 1.,,1 ONZ (28 g),28,1.8984703981819206,en:e102 en:e133 en:e202 en:e211 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Bay Valley Foods  LLC,en:salted-snacks,,,,,,,,0,-1.751438491587983,-0.6156536735828484,,,,0.0,-0.044624620602479126,,-0.6082493042834733,0.06935000613337663,-0.018989978390642884,,,,,,False,0,0,0,1,0,0,1,0
3256,'54100004208,https://world-fr.openfoodfacts.org/produit/0054100004208,Vlasic  bread & butter chips,Vlasic   Pinnacle Foods Group Llc,vlasic pinnacle-foods-group-llc,Salted snacks,en:salted-snacks,United-States,Cucumbers  high fructose corn syrup  water  distilled vinegar  salt  spices  calcium chloride  yellow 5.,,1 ONZ (28 g),28,-0.2066529411438092,en:e102,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Pinnacle Foods Group LLC,en:salted-snacks,,,,,,,,71,-1.408983566176703,-0.6156536735828484,,,,17.86,-0.04462434454116207,,-0.6082493042834733,-0.1927108916808279,-0.059599415181708394,,,,,,False,0,0,0,0,0,0,1,0
3257,'54100004505,https://world-fr.openfoodfacts.org/produit/0054100004505,Bread & Butter Chips,Vlasic,vlasic,Salted snacks,en:salted-snacks,United-States,Cucumbers  water  distilled vinegar  salt  spice  calcium chloride  sucralose  yellow 5.,,1 ONZ (28 g),28,0.3196278936876233,en:e102 en:e955,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Pinnacle Foods Group LLC,en:salted-snacks,,,,,,,,0,-1.751438491587983,-0.6156536735828484,,,,3.57,-0.044624620602479126,,-0.6082493042834733,-0.1927108916808279,-0.059599415181708394,,,,,,False,0,0,0,0,0,0,1,0
3259,'54100011602,https://world-fr.openfoodfacts.org/produit/0054100011602,Vlasic  dill chips,Vlasic,vlasic,Salted snacks,en:salted-snacks,United-States,Cucumbers  water  distilled vinegar  salt  high fructose corn syrup  calcium chloride  natural flavor  polysorbate 80  yellow 5.,,1 ONZ (28 g),28,0.3196278936876233,en:e102 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-uploaded,Pinnacle Foods Group LLC,en:salted-snacks,,,,,,,,0,-1.751438491587983,-0.6156536735828484,,,,3.57,-0.044624620602479126,,-0.6082493042834733,0.09577631515665784,-0.014894909134400978,,,0 143,,,False,0,0,0,1,0,0,1,0
3260,'54100015402,https://world-fr.openfoodfacts.org/produit/0054100015402,Ovals hamburger dill chips,Vlasic,vlasic,Salted snacks,en:salted-snacks,United-States,Cucumbers  water  distilled vinegar  salt  high fructose corn syrup  calcium chloride  natural flavor  polysorbate 80  yellow 5.,,1 ONZ (28 g),28,0.3196278936876233,en:e102 en:e433,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-to-be-selected  en:front-photo-selected  en:photos-uploaded,Pinnacle Foods Group LLC,en:salted-snacks,https://images.openfoodfacts.org/images/products/005/410/001/5402/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/005/410/001/5402/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/005/410/001/5402/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/005/410/001/5402/front_en.5.200.jpg,,,https://images.openfoodfacts.org/images/products/005/410/001/5402/nutrition_en.7.400.jpg,0,-1.751438491587983,-0.6156536735828484,,,,3.57,-0.044624620602479126,,-0.6082493042834733,0.10390974582271206,7.954735499093152,,,0 143,,,False,0,0,0,1,0,0,1,0
