barcode,product_name,brands,pnns_groups_1,nutriscore_grade,additives_n,fat_100g,proteins_100g,salt_100g,sodium_100g,sugars_100g,energy_100g,carbohydrates_100g,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,url_openfoodfact,pred_log_reg,pred_tree,pred_rand_for,pred_ada_boost,pred_grad_boost,pred_xg_boost,pred_log_reg_descr,pred_tree_descr,pred_rand_for_descr,pred_ada_boost_descr,pred_grad_boost_descr,pred_xg_boost_descr,nutri_descr
'8410199272393,Doritos Tex Mex,Doritos,Salty snacks,D,6,26.4,7.5,1.0,0.4,2.2,2134.0,58.9,0,0,https://world-fr.openfoodfacts.org/produit/8410199272393,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930009221,Doritos goet sour cream,Doritos,Salty snacks,D,4,26.0,7.2,1.7,0.68,3.8,2117.0,58.0,1,0,https://world-fr.openfoodfacts.org/produit/3168930009221,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3336971803041,La Gourmande - Goet creme et Oignon de Roscoff,Vico Intersnack,Salty snacks,D,2,28.0,4.3,1.4,0.56,3.6,2154.0,61.0,0,1,https://world-fr.openfoodfacts.org/produit/3336971803041,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930006084,Chips e l'ancienne saveur jambon fume,Lay's  Lays,Salty snacks,D,3,33.0,6.5,1.3,0.52,3.9,2395.0,55.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930006084,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3270160309214,Chips de manioc e la crevette,PICARD,Salty snacks,D,2,27.0,1.5,1.8,0.72,9.1,2134.0,65.0,0,0,https://world-fr.openfoodfacts.org/produit/3270160309214,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5060042641437,Hand-Cooked English Crisps Mature Cheddar & Chive,Tyrrells,Salty snacks,D,1,29.1,7.0,1.3,0.52,3.9,2121.0,52.8,0,0,https://world-fr.openfoodfacts.org/produit/5060042641437,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3564700542767,Tuiles gout bacon - tube,Tokapi Marque Rep?re,Salty snacks,D,3,27.0,4.1,1.1,0.44,3.5,2092.0,59.0,0,1,https://world-fr.openfoodfacts.org/produit/3564700542767,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8410199007025,Chilli pepper sabor a pimiento picante bolsa 150 g,Doritos,Salty snacks,D,6,25.0,6.2,2.0,0.8,5.1,2063.0,58.4,1,0,https://world-fr.openfoodfacts.org/produit/8410199007025,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8410199823526,Patatas fritas receta campesina Sin Gluten bolsa 170 g,Lay's,Salty snacks,D,6,30.4,6.9,1.5,0.6,3.7,2151.0,51.0,0,0,https://world-fr.openfoodfacts.org/produit/8410199823526,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5056051806561,Sun-dried tomato & mozzarella,TYRRELL'S,Salty snacks,C,1,27.3,7.0,1.4,0.56,3.7,2087.0,54.1,0,0,https://world-fr.openfoodfacts.org/produit/5056051806561,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4060800181565,Sour Creme & Onion,Lay's,Composite foods,D,1,32.0,6.4,1.2,0.48,2.5,2247.0,54.0,0,0,https://world-fr.openfoodfacts.org/produit/4060800181565,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3336971803058,Vico chevre piment d'espelette,vico,Salty snacks,D,2,27.5,4.0,1.56,0.624,3.1,2141.0,61.0,0,1,https://world-fr.openfoodfacts.org/produit/3336971803058,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930009849,Doritos goet nacho cheese party size,Doritos,Salty snacks,C,5,27.0,7.1,1.1,0.44,2.4,2125.0,59.0,0,0,https://world-fr.openfoodfacts.org/produit/3168930009849,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4001242002162,Tortilla nacho cheese,Chio,Composite foods,D,1,22.0,5.8,1.5,0.6,4.3,2018.0,67.0,0,0,https://world-fr.openfoodfacts.org/produit/4001242002162,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8480000333391,Conos,Hacendado,Salty snacks,D,3,34.0,5.2,2.4,0.96,4.1,2238.0,51.0,0,0,https://world-fr.openfoodfacts.org/produit/8480000333391,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3338310000340,Pommes dauphine,Maison Tino,Composite foods,C,2,12.0,6.0,1.0,0.4,4.0,1038.0,26.0,0,0,https://world-fr.openfoodfacts.org/produit/3338310000340,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3596710322701,Tuiles salees,Auchan,Salty snacks,C,1,28.0,4.5,1.4,0.56,4.5,2184.0,61.0,0,0,https://world-fr.openfoodfacts.org/produit/3596710322701,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5053990101542,Hot & spicy,Pringles,Salty snacks,D,3,32.0,4.3,16.002,0.64008,3.0,2106.0,51.0,0,1,https://world-fr.openfoodfacts.org/produit/5053990101542,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8413164008713,Snatt's - NatuChips,Grefusa,Salty snacks,D,2,17.0,5.9,2.2,0.88,4.7,1915.0,68.0,0,0,https://world-fr.openfoodfacts.org/produit/8413164008713,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8710398502285,Grills fume,Lay's,Salty snacks,D,2,24.0,6.8,2.1,0.84,3.5,2071.0,62.0,0,0,https://world-fr.openfoodfacts.org/produit/8710398502285,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930161257,Chips Paysanes,Lay's,Salty snacks,C,2,31.0,6.9,1.3,0.52,4.0,2150.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/3168930161257,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5053990156092,Chips Pringles Sweet Paprika,Pringles,Salty snacks,D,7,31.0,4.7,1.6,0.64,3.3,2101.0,51.0,0,2,https://world-fr.openfoodfacts.org/produit/5053990156092,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930009917,Chips saveur cheeseburger,Lay's  Lays,Salty snacks,C,3,32.0,6.1,1.3,0.52,2.3,2208.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930009917,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3270660402064,Chips e la Crevette,Sibell,Salty snacks,D,2,31.0,2.0,1.92,0.768,7.0,2218.0,60.0,0,0,https://world-fr.openfoodfacts.org/produit/3270660402064,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'4003586002914,Kessel Chips Sweet Chili & Red Pepper,funny-frisch,Composite foods,C,1,28.0,6.2,1.3,0.52,4.4,2099.0,53.0,0,0,https://world-fr.openfoodfacts.org/produit/4003586002914,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5053990127733,Pringles sel et vinaigre,Pringles,Salty snacks,D,5,31.0,4.2,1.9,0.76,2.3,2102.0,56.0,0,2,https://world-fr.openfoodfacts.org/produit/5053990127733,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'51000005,Cheese and onion crisps,walker's,Salty snacks,C,3,29.0,6.3,1.2,0.48,2.6,2151.0,54.0,0,0,https://world-fr.openfoodfacts.org/produit/51000005,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'7610095183002,Multigrain Snacks Original,Zweifel,Salty snacks,D,5,20.0,7.5,3.2,1.28,8800000191.0,2050.0,63.0,0,0,https://world-fr.openfoodfacts.org/produit/7610095183002,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8410199002402,Lay's horno,Lay's,Salty snacks,C,2,13.2,5.8,1.2,0.48,4.7,1837.0,72.1,0,0,https://world-fr.openfoodfacts.org/produit/8410199002402,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'8480000336057,The chips crema y cebolla,Hacendado,Salty snacks,D,4,25.5,4.7,1.4,0.56,5.8,2095.0,61.0,0,0,https://world-fr.openfoodfacts.org/produit/8480000336057,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8710398601636,Chips Paprika,Lay's,Salty snacks,C,4,32.0,6.4,1.2,0.48,2.7,2244.0,54.0,0,1,https://world-fr.openfoodfacts.org/produit/8710398601636,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'20094942,Tortilla Chips Goet Nacho Cheese,Snack Day,Composite foods,C,4,20.0,6.6,1.2,0.48,2.5,1979.0,64.4,0,0,https://world-fr.openfoodfacts.org/produit/20094942,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3168930007128,Lay's Chips e l'ancienne saveur moutarde e l'ancienne,Lay's PepsiCo  Lays,Salty snacks,C,3,33.0,6.1,1.6,0.64,2.4,2265.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930007128,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3250391449323,Melange exotique,Paquito,Fruits and vegetables,D,2,11.0,1.5,0.73,0.292,54.1,1682.0,71.4,0,0,https://world-fr.openfoodfacts.org/produit/3250391449323,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3250391455591,Tuiles saveur creme oignon,Bouton d'Or,Salty snacks,D,4,24.9,4.1,1.25,0.5,5.1,2124.0,61.0,0,1,https://world-fr.openfoodfacts.org/produit/3250391455591,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3492590100012,chips de crevette,Le cantonnais,Salty snacks,D,3,28.2,1.5,2.14,0.856,7.3,2006.0,64.1,0,0,https://world-fr.openfoodfacts.org/produit/3492590100012,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3560070926992,Tortillas chips goet mexicain,Carrefour,Salty snacks,C,1,20.0,6.6,1.6,0.64,3.0,1975.0,64.0,0,0,https://world-fr.openfoodfacts.org/produit/3560070926992,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4003586000309,Chipsfrisch Peperoni,funny-frisch,Composite foods,C,3,33.0,5.9,1.4,0.56,1.9,2208.0,49.0,0,0,https://world-fr.openfoodfacts.org/produit/4003586000309,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5050083943645,Pringles ORG Original,Pringles Alexa,Salty snacks,C,2,33.0,4.3,1.1,0.44,1.2,2252.0,55.0,0,2,https://world-fr.openfoodfacts.org/produit/5050083943645,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5060042641413,Chips Sweet chilli & Red Pepper,TYRRELL'S,Salty snacks,C,1,28.2,6.5,1.1,0.44,4.5,2089.0,53.1,0,0,https://world-fr.openfoodfacts.org/produit/5060042641413,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'8413164008973,Snatt's - NatuChips,Grefusa,Salty snacks,D,1,17.0,5.9,2.2,0.88,4.7,1908.0,68.0,0,0,https://world-fr.openfoodfacts.org/produit/8413164008973,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930009863,Doritos sweet chilli pepper party size,Doritos,Salty snacks,D,6,26.0,7.1,2.0,0.8,3.0,2107.0,59.0,0,0,https://world-fr.openfoodfacts.org/produit/3168930009863,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930011248,Saveur Fromage,Lay's,Salty snacks,D,2,33.0,6.5,1.9,0.76,3.0,2214.0,54.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930011248,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3560070359653,Saveur Vinaigre,Carrefour,Salty snacks,C,1,33.0,6.0,1.8,0.72,0.5,2230.0,51.0,0,0,https://world-fr.openfoodfacts.org/produit/3560070359653,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4060800181534,Paprika,Lay?s,Composite foods,C,2,32.0,6.3,1.2,0.48,2.8,2250.0,54.0,0,0,https://world-fr.openfoodfacts.org/produit/4060800181534,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5053990156030,Chips Pringles Hot & Spicy,Pringles,Salty snacks,D,10,32.0,4.7,1.4,0.56,2.7,2222.0,55.0,0,2,https://world-fr.openfoodfacts.org/produit/5053990156030,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3256220728683,Chips e la Crevette,U,Salty snacks,D,2,31.2,2.0,1.9,0.76,6.7,2267.0,63.0,0,0,https://world-fr.openfoodfacts.org/produit/3256220728683,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8410199980755,Doritos Tex-Mex,Doritos,Salty snacks,C,5,25.8,6.6,1.0,0.4,2.3,2079.0,56.9,0,0,https://world-fr.openfoodfacts.org/produit/8410199980755,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'8710398160881,Oven Baked roasted paprika,Lay's,Salty snacks,C,5,13.0,5.9,1.6,0.64,6.9,1836.0,71.0,0,0,https://world-fr.openfoodfacts.org/produit/8710398160881,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5053990149322,Pringles Sweet Paprika,Pringles,Salty snacks,D,5,31.0,4.9,1.7,0.68,3.8,2189.0,55.0,0,1,https://world-fr.openfoodfacts.org/produit/5053990149322,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'20496470,Tuiles Spicy,Crusti Croc,Salty snacks,D,2,27.0,4.0,1.6,0.64,4.6,2142.0,61.3,0,1,https://world-fr.openfoodfacts.org/produit/20496470,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930000679,Chips saveur Barbecue,Lay's,Salty snacks,C,4,32.0,6.4,1.3,0.52,2.8,2226.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930000679,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3564700299128,Chips saveur barbecue,Pom'Lisse Marque Rep?re,Salty snacks,C,2,34.0,6.0,1.4,0.56,3.0,2250.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/3564700299128,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3596710324392,Tuiles saveur paprika,Auchan,Salty snacks,C,5,25.0,4.1,1.3,0.52,5.6,2059.0,61.0,0,1,https://world-fr.openfoodfacts.org/produit/3596710324392,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'8410199150905,Snack Rizos sabor a queso bolsa 100 g,Cheetos,Salty snacks,D,4,24.9,5.5,1.6,0.64,6.5,2105.0,62.9,0,0,https://world-fr.openfoodfacts.org/produit/8410199150905,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8480000335739,Garfitos,Hacendado,Salty snacks,D,3,22.3,6.0,2.6,1.04,1.5,2072.0,66.7,0,0,https://world-fr.openfoodfacts.org/produit/8480000335739,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8710398502957,Chips Stax sour cream & onion flavour,Lay's,Salty snacks,D,2,26.0,4.6,1.6,0.64,5.6,2125.0,62.0,0,0,https://world-fr.openfoodfacts.org/produit/8710398502957,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'7501011114524,Ruffles,Sabritas,Salty snacks,E,8,30.0,6.67,2.03,0.813,0.0,2070.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/7501011114524,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'8410076482624,Tortilla chips fajitas,Old El Paso,Salty snacks,C,3,26.2,6.3,0.4,0.16,1.5,2084.0,56.8,0,0,https://world-fr.openfoodfacts.org/produit/8410076482624,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'8410199007056,Horno patatas fritas Receta Campesina bolsa 130 g,Lay's,Salty snacks,D,4,13.0,6.1,1.1,0.44,6.7,1833.0,72.0,0,0,https://world-fr.openfoodfacts.org/produit/8410199007056,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5053990127665,Pringles H&S Hot & Spicy,Pringles,Composite foods,D,10,32.0,4.7,1.4,0.56,2.7,2222.0,55.0,0,2,https://world-fr.openfoodfacts.org/produit/5053990127665,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930158806,Benenuts MixUps goet fromage & jambon,Doritos Lay's  BENENUTS  MixUps,Salty snacks,D,9,28.0,6.3,1.8,0.72,3.9,2118.0,57.0,0,0,https://world-fr.openfoodfacts.org/produit/3168930158806,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930008088,Lay's Saveur bolognaise,Lay's  Lays,Salty snacks,C,1,32.0,6.0,1.4,0.56,2.8,2222.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930008088,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3222477006072,Tuiles goet creme oignon,Casino,Salty snacks,D,4,25.2,4.6,1.4,0.56,4.8,2063.0,60.0,0,1,https://world-fr.openfoodfacts.org/produit/3222477006072,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3256223800355,Cocktail Tropical(papaye amande banane chips raisin),U,Fruits and vegetables,C,2,8.3,3.5,0.14,0.056,59.0,1568.0,68.9,0,0,https://world-fr.openfoodfacts.org/produit/3256223800355,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3560070718900,Dipster Saveur Barbecue,Carrefour,Salty snacks,C,1,25.0,4.3,1.4,0.56,5.7,2102.0,63.0,0,1,https://world-fr.openfoodfacts.org/produit/3560070718900,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5053990124961,Original - 70g,Pringles,Salty snacks,C,1,33.0,4.3,1.1,0.44,1.2,2259.0,55.0,0,0,https://world-fr.openfoodfacts.org/produit/5053990124961,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'7610095023001,Salt & Vinegar Original Chips,Zweifel,Salty snacks,C,5,33.0,6.0,2.0,0.8,1.0,2160.0,47.0,0,0,https://world-fr.openfoodfacts.org/produit/7610095023001,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'7610095107305,Moutarde Original Chips,ZWEIFEL,Salty snacks,C,3,34.0,6.0,1.3,0.52,3.5,2220.0,48.0,0,0,https://world-fr.openfoodfacts.org/produit/7610095107305,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'8710398160850,Lay's oven mediterranean herbs,Lay's,Salty snacks,C,3,13.0,6.1,1.275,0.51,6.8,1824.0,71.0,0,0,https://world-fr.openfoodfacts.org/produit/8710398160850,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3497917002161,Chips saveur bacon grille,Bret's,Salty snacks,C,2,31.0,6.0,1.3,0.52,2.0,2190.0,53.0,0,0,https://world-fr.openfoodfacts.org/produit/3497917002161,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3168930155935,Lay's Max saveur poulet aux herbes,Lay's  Lays,Salty snacks,C,2,32.0,7.1,1.3,0.52,1.5,2158.0,48.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930155935,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4060800185129,Salt & Vinegar,Lay's,Composite foods,D,2,30.8,5.9,1.65,0.66,1.0,2168.0,52.6,0,0,https://world-fr.openfoodfacts.org/produit/4060800185129,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'20158149,Paprika Chips,Snack Day,Composite foods,D,1,34.0,6.0,1.6,0.64,1.7,2251.0,50.5,0,0,https://world-fr.openfoodfacts.org/produit/20158149,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930003380,lays,lays,Salty snacks,C,4,32.0,6.4,1.3,0.52,2.8,2226.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930003380,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3168930005636,Lays Chips Poulet Reti,Lay's,Salty snacks,C,1,32.0,6.4,1.475,0.59,2.2,2230.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930005636,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3168930005872,Chips Lays  Saveur Poulet Reti,Lay's,Salty snacks,C,1,32.0,6.3,1.4,0.56,1.3,2218.0,53.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930005872,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3256221952254,Tuiles goet Barbecue,U,Salty snacks,C,1,25.0,4.3,1.4,0.56,5.7,2102.0,63.0,0,1,https://world-fr.openfoodfacts.org/produit/3256221952254,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3270160850136,Tuiles Salees,Picard,Salty snacks,C,3,24.0,4.4,1.2,0.48,4.2,2050.0,63.0,0,1,https://world-fr.openfoodfacts.org/produit/3270160850136,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3366760029451,Chips e la crevette,Sans marque Agis,Salty snacks,E,2,27.6,1.2,2.47,0.988,7.5,2215.0,65.0,0,0,https://world-fr.openfoodfacts.org/produit/3366760029451,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'3497911123350,Chips Pizza 125G Bret's,Bret's,Salty snacks,C,1,31.0,6.0,1.4,0.56,2.0,2190.0,53.0,0,0,https://world-fr.openfoodfacts.org/produit/3497911123350,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3560070430901,Saveur Barbecue,Carrefour,Salty snacks,C,3,34.0,6.0,1.4,0.56,3.0,2288.0,52.0,0,0,https://world-fr.openfoodfacts.org/produit/3560070430901,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3580282930068,Tortillas chips chili,Camarillo,Salty snacks,D,4,24.0,5.0,1.5,0.6,1.9,2046.0,61.0,0,0,https://world-fr.openfoodfacts.org/produit/3580282930068,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'4018077705892,Crunchips au sel fin,Vico Intersnack,Salty snacks,D,1,30.0,6.0,1.425,0.57,0.1,2213.0,57.0,0,1,https://world-fr.openfoodfacts.org/produit/4018077705892,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5053990138685,Patatas fritas Sabor queso y cebolla envase 200 g,Pringles,Salty snacks,D,1,31.0,3.8,1.8,0.72,2.8,2105.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/5053990138685,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8710398601582,Doritos Nacho Cheese,Doritos,Salty snacks,C,6,26.0,7.1,1.1,0.44,2.7,2125.0,57.0,0,1,https://world-fr.openfoodfacts.org/produit/8710398601582,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3263853190268,Tuiles apero salees,Leader Price,Salty snacks,C,1,25.9,4.5,1.4,0.56,4.5,2105.0,61.0,0,1,https://world-fr.openfoodfacts.org/produit/3263853190268,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3175681250284,Chips ail & thym,C?r?al bio,Salty snacks,C,1,15.0,7.9,1.5,0.6,5.2,1854.0,66.0,0,0,https://world-fr.openfoodfacts.org/produit/3175681250284,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3336971909019,Bad Monster Munch spicy poulet,Monster Munch,Salty snacks,C,1,22.0,4.7,1.4,0.56,3.5,2019.0,65.0,0,1,https://world-fr.openfoodfacts.org/produit/3336971909019,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'20496500,Tuiles Goet Barbecue,Snack Day,Salty snacks,D,1,24.0,4.3,1.43,0.572,5.7,2142.0,63.3,0,1,https://world-fr.openfoodfacts.org/produit/20496500,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930008453,Lay's saveur barbecue 240 g + 10% offert,Lay's  Lays,Salty snacks,C,4,32.0,6.4,1.3,0.52,2.8,2221.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930008453,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3250391906086,Tuiles snack saveur bacon craquantes,Bouton d or,Salty snacks,D,3,24.8,4.2,1.28,0.512,3.5,2126.0,60.0,0,1,https://world-fr.openfoodfacts.org/produit/3250391906086,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3564700789025,Tuiles aperitives goet Poulet braise,Tokapi Marque Rep?re,Salty snacks,D,3,27.0,3.9,1.2,0.48,4.8,2139.0,62.0,0,1,https://world-fr.openfoodfacts.org/produit/3564700789025,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'4001242000632,Red Paprika Chips,Chio,Salty snacks,D,2,33.0,5.8,1.8,0.72,2.5,2213.0,49.0,0,0,https://world-fr.openfoodfacts.org/produit/4001242000632,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5053990101528,Texas BBQ sauce,Pringles,Salty snacks,D,8,31.0,4.1,1.6,0.64,4.5,2119.0,52.0,0,2,https://world-fr.openfoodfacts.org/produit/5053990101528,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5410048100085,Paprika Flavour,Lay's,Salty snacks,C,4,32.0,6.1,1.4,0.56,2.4,2222.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/5410048100085,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'8480000335982,The chips,Hacendado,Salty snacks,C,1,26.0,4.5,1.4,0.56,4.2,2129.0,62.0,0,0,https://world-fr.openfoodfacts.org/produit/8480000335982,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'5053990145058,Pizza Flavour Crisps ,Pringles,Salty snacks,D,7,31.0,4.2,1.5,0.6,3.1,2178.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/5053990145058,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'8710398500434,Lays paprika,Lay's,Salty snacks,D,2,32.0,6.4,1.2,0.48,2.7,2251.0,54.0,0,0,https://world-fr.openfoodfacts.org/produit/8710398500434,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'20696771,Crusti Croc Paprika,Lidl  Snack Day,Salty snacks,D,2,30.0,4.3,1.5,0.6,2.0,2201.0,58.0,0,0,https://world-fr.openfoodfacts.org/produit/20696771,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'3168930008118,Lay's saveur moutarde pickles,Lay's  Lays,Salty snacks,C,2,32.0,6.0,1.3,0.52,3.3,2213.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930008118,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3168930008187,Lay's Saveur Paprika,Lay's Pepsico  Lays,Salty snacks,C,4,32.0,6.1,1.4,0.56,2.4,2215.0,52.0,0,1,https://world-fr.openfoodfacts.org/produit/3168930008187,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3497917000303,Chips (Petits oignons),Bret's,Salty snacks,C,1,31.0,6.0,1.4,0.56,2.0,2197.0,53.0,0,0,https://world-fr.openfoodfacts.org/produit/3497917000303,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'3560070430994,Chips e l'Ancienne saveur moutarde,Carrefour,Salty snacks,C,1,35.0,5.5,1.6,0.64,1.0,2279.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/3560070430994,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4001242002124,Tortillas Hot Chili,Chio,Composite foods,C,2,22.0,5.7,1.5,0.6,3.6,2085.0,67.0,0,0,https://world-fr.openfoodfacts.org/produit/4001242002124,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'4003586001863,Ofen chips paprika,funny-frisch,Composite foods,D,3,9.0,6.1,2.0,0.8,11.0,1725.0,74.0,0,0,https://world-fr.openfoodfacts.org/produit/4003586001863,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5053990123568,Tuiles Pringles Hot & Spicy,Pringles,Salty snacks,D,10,32.0,4.7,1.4,0.56,2.7,2222.0,55.0,0,2,https://world-fr.openfoodfacts.org/produit/5053990123568,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'5053990123834,Chips Tuiles Creme et Oignon,Pringles,Salty snacks,D,5,32.0,4.6,1.4,0.56,2.4,2243.0,56.0,0,2,https://world-fr.openfoodfacts.org/produit/5053990123834,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
